state_code,area_code,supersector_code,industry_code,industry_name,msa_name,st,dt,total_employment,last_yr_emp,change,per_change
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-06-01,6800,8200,-1400,-0.17073170731707318
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-07-01,6900,8000,-1100,-0.1375
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-08-01,6900,8000,-1100,-0.1375
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-09-01,6800,7900,-1100,-0.13924050632911392
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-10-01,6800,7800,-1000,-0.1282051282051282
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-11-01,6500,7700,-1200,-0.15584415584415584
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2020-12-01,6400,7600,-1200,-0.15789473684210525
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2021-01-01,6100,7400,-1300,-0.17567567567567569
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2021-02-01,6100,7300,-1200,-0.1643835616438356
18,21140,70,70000000,Leisure and Hospitality,Elkhart - Goshen,IN,2021-03-01,6300,7100,-800,-0.11267605633802817
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-01-01,4300,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-02-01,4300,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-03-01,4300,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-04-01,4300,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-05-01,4300,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-06-01,4300,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-07-01,4100,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-08-01,4300,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-09-01,4300,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-10-01,4500,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-11-01,4500,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2019-12-01,4500,NA,NA,NA
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-01-01,4600,4300,300,0.06976744186046512
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-02-01,4700,4300,400,0.09302325581395349
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-03-01,4600,4300,300,0.06976744186046512
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-04-01,3200,4300,-1100,-0.2558139534883721
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-05-01,3800,4300,-500,-0.11627906976744186
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-06-01,4100,4300,-200,-0.046511627906976744
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-07-01,4100,4100,0,0
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-08-01,4100,4300,-200,-0.046511627906976744
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-09-01,4100,4300,-200,-0.046511627906976744
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-10-01,4200,4500,-300,-0.06666666666666667
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-11-01,4200,4500,-300,-0.06666666666666667
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2020-12-01,4100,4500,-400,-0.08888888888888889
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2021-01-01,4200,4600,-400,-0.08695652173913043
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2021-02-01,4300,4700,-400,-0.0851063829787234
18,21140,80,80000000,Other Services,Elkhart - Goshen,IN,2021-03-01,4300,4600,-300,-0.06521739130434782
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-01-01,8700,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-02-01,8800,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-03-01,8800,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-04-01,8700,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-05-01,8900,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-06-01,9000,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-07-01,7200,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-08-01,8600,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-09-01,8800,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-10-01,8900,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-11-01,8900,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2019-12-01,8900,NA,NA,NA
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-01-01,9000,8700,300,0.034482758620689655
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-02-01,8800,8800,0,0
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-03-01,8900,8800,100,0.011363636363636364
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-04-01,8500,8700,-200,-0.022988505747126436
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-05-01,8500,8900,-400,-0.0449438202247191
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-06-01,8400,9000,-600,-0.06666666666666667
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-07-01,7000,7200,-200,-0.027777777777777776
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-08-01,8300,8600,-300,-0.03488372093023256
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-09-01,8600,8800,-200,-0.022727272727272728
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-10-01,8600,8900,-300,-0.033707865168539325
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-11-01,8600,8900,-300,-0.033707865168539325
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2020-12-01,8600,8900,-300,-0.033707865168539325
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2021-01-01,8600,9000,-400,-0.044444444444444446
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2021-02-01,8500,8800,-300,-0.03409090909090909
18,21140,90,90000000,Government,Elkhart - Goshen,IN,2021-03-01,8600,8900,-300,-0.033707865168539325
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-01-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-02-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-03-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-04-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-05-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-06-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-07-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-08-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-09-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-10-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-11-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2019-12-01,300,NA,NA,NA
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-01-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-02-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-03-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-04-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-05-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-06-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-07-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-08-01,400,300,100,0.3333333333333333
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-09-01,400,300,100,0.3333333333333333
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-10-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-11-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2020-12-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2021-01-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2021-02-01,300,300,0,0
18,21140,90,90910000,Federal Government,Elkhart - Goshen,IN,2021-03-01,300,300,0,0
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-01-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-02-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-03-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-04-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-05-01,300,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-06-01,300,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-07-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-08-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-09-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-10-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-11-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2019-12-01,200,NA,NA,NA
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-01-01,200,200,0,0
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-02-01,200,200,0,0
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-03-01,200,200,0,0
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-04-01,200,200,0,0
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-05-01,300,300,0,0
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-06-01,300,300,0,0
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-07-01,300,200,100,0.5
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-08-01,300,200,100,0.5
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-09-01,300,200,100,0.5
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-10-01,300,200,100,0.5
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-11-01,300,200,100,0.5
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2020-12-01,300,200,100,0.5
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2021-01-01,300,200,100,0.5
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2021-02-01,300,200,100,0.5
18,21140,90,90920000,State Government,Elkhart - Goshen,IN,2021-03-01,300,200,100,0.5
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-01-01,8200,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-02-01,8300,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-03-01,8300,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-04-01,8200,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-05-01,8300,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-06-01,8400,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-07-01,6700,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-08-01,8100,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-09-01,8300,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-10-01,8400,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-11-01,8400,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2019-12-01,8400,NA,NA,NA
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-01-01,8500,8200,300,0.036585365853658534
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-02-01,8300,8300,0,0
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-03-01,8400,8300,100,0.012048192771084338
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-04-01,8000,8200,-200,-0.024390243902439025
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-05-01,7900,8300,-400,-0.04819277108433735
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-06-01,7800,8400,-600,-0.07142857142857142
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-07-01,6400,6700,-300,-0.04477611940298507
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-08-01,7600,8100,-500,-0.06172839506172839
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-09-01,7900,8300,-400,-0.04819277108433735
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-10-01,8000,8400,-400,-0.047619047619047616
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-11-01,8000,8400,-400,-0.047619047619047616
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2020-12-01,8000,8400,-400,-0.047619047619047616
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2021-01-01,8000,8500,-500,-0.058823529411764705
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2021-02-01,7900,8300,-400,-0.04819277108433735
18,21140,90,90930000,Local Government,Elkhart - Goshen,IN,2021-03-01,8000,8400,-400,-0.047619047619047616
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-01-01,5700,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-02-01,5700,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-03-01,5800,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-04-01,5800,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-05-01,5800,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-06-01,5700,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-07-01,4100,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-08-01,5400,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-09-01,5800,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-10-01,5900,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-11-01,5800,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2019-12-01,5900,NA,NA,NA
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-01-01,5900,5700,200,0.03508771929824561
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-02-01,5800,5700,100,0.017543859649122806
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-03-01,5800,5800,0,0
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-04-01,5400,5800,-400,-0.06896551724137931
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-05-01,5300,5800,-500,-0.08620689655172414
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-06-01,5200,5700,-500,-0.08771929824561403
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-07-01,3800,4100,-300,-0.07317073170731707
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-08-01,5000,5400,-400,-0.07407407407407407
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-09-01,5400,5800,-400,-0.06896551724137931
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-10-01,5500,5900,-400,-0.06779661016949153
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-11-01,5500,5800,-300,-0.05172413793103448
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2020-12-01,5500,5900,-400,-0.06779661016949153
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2021-01-01,5500,5900,-400,-0.06779661016949153
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2021-02-01,5400,5800,-400,-0.06896551724137931
18,21140,90,90931611,Local Government Educational Services,Elkhart - Goshen,IN,2021-03-01,5400,5800,-400,-0.06896551724137931
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-01-01,144600,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-02-01,145100,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-03-01,145600,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-04-01,145400,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-05-01,146500,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-06-01,146800,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-07-01,145500,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-08-01,146800,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-09-01,148400,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-10-01,148000,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-11-01,148400,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2019-12-01,148500,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-01-01,143000,144600,-1600,-0.011065006915629323
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-02-01,143000,145100,-2100,-0.014472777394900068
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-03-01,142100,145600,-3500,-0.02403846153846154
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-04-01,121500,145400,-23900,-0.1643741403026135
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-05-01,127300,146500,-19200,-0.1310580204778157
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-06-01,131500,146800,-15300,-0.10422343324250681
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-07-01,131300,145500,-14200,-0.09759450171821306
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-08-01,133100,146800,-13700,-0.09332425068119891
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-09-01,132700,148400,-15700,-0.10579514824797843
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-10-01,134500,148000,-13500,-0.09121621621621621
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-11-01,135100,148400,-13300,-0.08962264150943396
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2020-12-01,134000,148500,-14500,-0.09764309764309764
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2021-01-01,131600,143000,-11400,-0.07972027972027972
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2021-02-01,134000,143000,-9000,-0.06293706293706294
18,43780,00,00000000,Total Nonfarm,South Bend - Mishawaka,IN-MI,2021-03-01,134500,142100,-7600,-0.05348346235045742
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-01-01,129500,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-02-01,129900,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-03-01,130300.00000000001,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-04-01,130500,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-05-01,131600,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-06-01,132100,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-07-01,131800,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-08-01,133000,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-09-01,133300,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-10-01,132700,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-11-01,133000,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2019-12-01,133100,NA,NA,NA
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-01-01,127700,129500,-1800,-0.013899613899613899
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-02-01,127700,129900,-2200,-0.016936104695919937
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-03-01,126700,130300.00000000001,-3600.0000000000146,-0.0276285495011513
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-04-01,107000,130500,-23500,-0.18007662835249041
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-05-01,112600,131600,-19000,-0.14437689969604864
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-06-01,116800,132100,-15300,-0.11582134746404239
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-07-01,118300,131800,-13500,-0.10242792109256449
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-08-01,119500,133000,-13500,-0.10150375939849623
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-09-01,118300,133300,-15000,-0.11252813203300825
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-10-01,119800,132700,-12900,-0.09721175584024115
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-11-01,120500,133000,-12500,-0.09398496240601503
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2020-12-01,119700,133100,-13400,-0.10067618332081142
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2021-01-01,117700,127700,-10000,-0.07830853563038372
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2021-02-01,119700,127700,-8000,-0.06264682850430697
18,43780,05,05000000,Total Private,South Bend - Mishawaka,IN-MI,2021-03-01,120200,126700,-6500,-0.05130228887134965
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-01-01,22800,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-02-01,22800,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-03-01,22900,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-04-01,23200,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-05-01,23500,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-06-01,23700,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-07-01,23500,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-08-01,23700,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-09-01,23600,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-10-01,23300,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-11-01,23300,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2019-12-01,23100,NA,NA,NA
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-01-01,22400,22800,-400,-0.017543859649122806
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-02-01,22500,22800,-300,-0.013157894736842105
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-03-01,22500,22900,-400,-0.017467248908296942
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-04-01,18800,23200,-4400,-0.1896551724137931
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-05-01,20000,23500,-3500,-0.14893617021276595
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-06-01,20900,23700,-2800,-0.11814345991561181
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-07-01,21200,23500,-2300,-0.09787234042553192
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-08-01,21600,23700,-2100,-0.08860759493670886
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-09-01,21300,23600,-2300,-0.09745762711864407
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-10-01,21300,23300,-2000,-0.08583690987124463
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-11-01,21400,23300,-1900,-0.0815450643776824
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2020-12-01,21400,23100,-1700,-0.0735930735930736
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2021-01-01,20800,22400,-1600,-0.07142857142857142
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2021-02-01,20900,22500,-1600,-0.07111111111111111
18,43780,06,06000000,Goods Producing,South Bend - Mishawaka,IN-MI,2021-03-01,21300,22500,-1200,-0.05333333333333334
18,43780,07,07000000,Service-Providing,South Bend - Mishawaka,IN-MI,2019-01-01,121800,NA,NA,NA
18,43780,07,07000000,Service-Providing,South Bend - Mishawaka,IN-MI,2019-02-01,122300,NA,NA,NA
18,43780,07,07000000,Service-Providing,South Bend - Mishawaka,IN-MI,2019-03-01,122700,NA,NA,NA
18,43780,07,07000000,Service-Providing,South Bend - Mishawaka,IN-MI,2019-04-01,122200,NA,NA,NA
