state_code,area_code,supersector_code,industry_code,industry_name,area_name,dt,total_employment,last_yr_emp,change,per_change
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-01-01,143700,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-02-01,144300,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-03-01,144600,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-04-01,145100,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-05-01,146300,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-06-01,143800,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-07-01,140700,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-08-01,141900,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-09-01,146300,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-10-01,145200,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-11-01,145900,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2019-12-01,145600,NA,NA,NA
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-01-01,142000,143700,-1700,-0.011830201809324982
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-02-01,143800,144300,-500,-0.003465003465003465
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-03-01,143100,144600,-1500,-0.01037344398340249
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-04-01,122200,145100,-22900,-0.1578221915920055
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-05-01,124300,146300,-22000,-0.15037593984962405
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-06-01,128600,143800,-15200,-0.10570236439499305
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-07-01,128400,140700,-12300,-0.08742004264392324
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-08-01,130000,141900,-11900,-0.08386187455954898
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-09-01,130699.99999999999,146300,-15600.000000000015,-0.1066302118933699
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-10-01,132300,145200,-12900,-0.08884297520661157
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-11-01,133400,145900,-12500,-0.08567511994516792
18,43780,00,00000000,Total Nonfarm,"South Bend-Mishawaka, IN-MI",2020-12-01,132200,145600,-13400,-0.09203296703296704
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-01-01,128100,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-02-01,128600,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-03-01,128800.00000000001,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-04-01,129699.99999999999,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-05-01,130800.00000000001,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-06-01,128699.99999999999,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-07-01,126700,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-08-01,127800,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-09-01,130699.99999999999,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-10-01,129699.99999999999,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-11-01,130400,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2019-12-01,130100,NA,NA,NA
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-01-01,126800,128100,-1300,-0.01014832162373146
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-02-01,128400,128600,-200,-0.0015552099533437014
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-03-01,127600,128800.00000000001,-1200.0000000000146,-0.009316770186335515
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-04-01,107300,129699.99999999999,-22399.999999999985,-0.17270624518118727
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-05-01,110100,130800.00000000001,-20700.000000000015,-0.15825688073394506
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-06-01,114300,128699.99999999999,-14399.999999999985,-0.11188811188811179
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-07-01,115700,126700,-11000,-0.08681925808997633
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-08-01,116700,127800,-11100,-0.08685446009389672
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-09-01,116500,130699.99999999999,-14199.999999999985,-0.10864575363427686
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-10-01,117800,129699.99999999999,-11899.999999999985,-0.09175019275250568
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-11-01,118900,130400,-11500,-0.08819018404907976
18,43780,05,05000000,Total Private,"South Bend-Mishawaka, IN-MI",2020-12-01,118100,130100,-12000,-0.09223674096848578
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-01-01,22800,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-02-01,22800,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-03-01,22900,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-04-01,23300,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-05-01,23500,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-06-01,23800,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-07-01,23500,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-08-01,23600,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-09-01,23600,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-10-01,23200,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-11-01,22900,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2019-12-01,22600,NA,NA,NA
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-01-01,21900,22800,-900,-0.039473684210526314
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-02-01,22100,22800,-700,-0.03070175438596491
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-03-01,21800,22900,-1100,-0.048034934497816595
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-04-01,18400,23300,-4900,-0.21030042918454936
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-05-01,19900,23500,-3600,-0.15319148936170213
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-06-01,20100,23800,-3700,-0.15546218487394958
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-07-01,20300,23500,-3200,-0.13617021276595745
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-08-01,19800,23600,-3800,-0.16101694915254236
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-09-01,19200,23600,-4400,-0.1864406779661017
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-10-01,19200,23200,-4000,-0.1724137931034483
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-11-01,19200,22900,-3700,-0.1615720524017467
18,43780,06,06000000,Goods Producing,"South Bend-Mishawaka, IN-MI",2020-12-01,19200,22600,-3400,-0.1504424778761062
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-01-01,120900,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-02-01,121500,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-03-01,121700,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-04-01,121800,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-05-01,122800,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-06-01,120000,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-07-01,117200,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-08-01,118300,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-09-01,122700,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-10-01,122000,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-11-01,123000,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2019-12-01,123000,NA,NA,NA
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-01-01,120100,120900,-800,-0.006617038875103391
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-02-01,121700,121500,200,0.0016460905349794238
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-03-01,121300,121700,-400,-0.003286770747740345
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-04-01,103800,121800,-18000,-0.1477832512315271
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-05-01,104400,122800,-18400,-0.1498371335504886
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-06-01,108500,120000,-11500,-0.09583333333333334
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-07-01,108100,117200,-9100,-0.07764505119453925
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-08-01,110200,118300,-8100,-0.06846999154691462
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-09-01,111500,122700,-11200,-0.09127954360228199
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-10-01,113100,122000,-8900,-0.07295081967213114
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-11-01,114200,123000,-8800,-0.07154471544715447
18,43780,07,07000000,Service-Providing,"South Bend-Mishawaka, IN-MI",2020-12-01,113000,123000,-10000,-0.08130081300813008
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-01-01,105300,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-02-01,105800,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-03-01,105900,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-04-01,106400,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-05-01,107300,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-06-01,104900,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-07-01,103200,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-08-01,104200,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-09-01,107100,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-10-01,106500,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-11-01,107500,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2019-12-01,107500,NA,NA,NA
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-01-01,104900,105300,-400,-0.003798670465337132
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-02-01,106300,105800,500,0.004725897920604915
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-03-01,105800,105900,-100,-9.442870632672333e-4
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-04-01,88900,106400,-17500,-0.16447368421052633
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-05-01,90200,107300,-17100,-0.15936626281453867
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-06-01,94200,104900,-10700,-0.10200190657769304
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-07-01,95400,103200,-7800,-0.0755813953488372
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-08-01,96900,104200,-7300,-0.07005758157389635
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-09-01,97300,107100,-9800,-0.0915032679738562
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-10-01,98600,106500,-7900,-0.07417840375586854
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-11-01,99700,107500,-7800,-0.07255813953488371
18,43780,08,08000000,Private Service Providing,"South Bend-Mishawaka, IN-MI",2020-12-01,98900,107500,-8600,-0.08
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-01-01,5400,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-02-01,5400,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-03-01,5600,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-04-01,5900,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-05-01,6000,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-06-01,6200,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-07-01,6300,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-08-01,6200,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-09-01,6200,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-10-01,6100,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-11-01,6000,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2019-12-01,5800,NA,NA,NA
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-01-01,5200,5400,-200,-0.037037037037037035
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-02-01,5200,5400,-200,-0.037037037037037035
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-03-01,5200,5600,-400,-0.07142857142857142
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-04-01,4900,5900,-1000,-0.1694915254237288
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-05-01,5200,6000,-800,-0.13333333333333333
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-06-01,5300,6200,-900,-0.14516129032258066
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-07-01,5500,6300,-800,-0.12698412698412698
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-08-01,5400,6200,-800,-0.12903225806451613
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-09-01,5300,6200,-900,-0.14516129032258066
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-10-01,5100,6100,-1000,-0.16393442622950818
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-11-01,5100,6000,-900,-0.15
18,43780,15,15000000,"Mining, Logging and Construction","South Bend-Mishawaka, IN-MI",2020-12-01,4800,5800,-1000,-0.1724137931034483
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-01-01,17400,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-02-01,17400,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-03-01,17300,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-04-01,17400,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-05-01,17500,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-06-01,17600,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-07-01,17200,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-08-01,17400,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-09-01,17400,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-10-01,17100,NA,NA,NA
18,43780,30,30000000,Manufacturing,"South Bend-Mishawaka, IN-MI",2019-11-01,16900,NA,NA,NA
